"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL3759441";"";"0";"442.56";"0";"3.67";"3m";"O=C1Cc2c(cccc2N2CCN(CCCCNC(=O)c3ccc4ccccc4c3)CC2)N1";"Ki";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"21.02";"0.38";"5.63";"14.38";"False";"CHEMBL3762402";"Displacement of [3H]-spiperone from human dopamine D3 receptor expressed in CHO cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758127";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"CHEMBL3308072";""
"CHEMBL728";"PROCHLORPERAZINE";"4";"373.95";"0";"4.58";"PROCHLORPERAZINE";"CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1";"IC50";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"21.09";"0.43";"3.31";"81.13";"False";"CHEMBL1909141";"DRUGMATRIX: Dopamine D3 radioligand binding (ligand: [3H] Spiperone)";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"CHO";"Membrane";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL3308072";""
"CHEMBL440554";"";"0";"644.75";"2";"6.93";"38b";"CC[C@H](C)[C@H](C(=O)O)N1C[C@H](CN2CCC(c3cc(Cc4ccc(OC(F)(F)F)cc4)nn3CC)CC2)[C@@H](c2cccc(F)c2)C1";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"8.64";"0.17";"-1.36";"7.86";"False";"CHEMBL670579";"Inhibitory activity against human dopamine receptor D3 at 10 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147446";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";"None";""
"CHEMBL3764245";"";"0";"468.59";"1";"5.44";"19";"Cn1c(SCCCN2CCOC(c3ccc(C(F)(F)F)cc3)C2)nnc1C1CCCCC1";"Ki";"'='";"19.95";"nM";"7.70";"";"";"UO_0000065";"16.43";"0.33";"2.26";"17.83";"False";"CHEMBL3768208";"Antagonist activity at human dopamine D3 receptor expressed in CHO cells after 90 mins by [35S]-GTPgamma S assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3763143";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"CHEMBL3308072";""
"CHEMBL3941818";"";"0";"539.63";"2";"6.52";"47a; single enantiomer 1";"Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(-c2ncco2)cc1";"Ki";"'='";"0.1905";"nM";"9.72";"";"";"UO_0000065";"18.01";"0.35";"3.20";"16.21";"False";"CHEMBL3855275";"Antagonist activity at human dopamine D3 receptor expressed in CHO cell membranes after 90 mins in presence of quinelorane by [35S]-GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3853329";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3308072";""
"CHEMBL487387";"STEPHOLIDINE";"0";"327.38";"0";"2.77";"1";"COc1cc2c(cc1O)[C@@H]1Cc3ccc(O)c(OC)c3CN1CC2";"Ki";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"22.98";"0.43";"4.75";"12.10";"True";"CHEMBL3783544";"Binding affinity to dopamine D3 receptor (unknown origin) by PDSP assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3779868";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2016";"None";""
"CHEMBL3936812";"";"0";"463.53";"0";"4.77";"12";"Cc1ncoc1-c1nnc(SCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C";"Ki";"'='";"53.7";"nM";"7.27";"";"";"UO_0000065";"15.68";"0.31";"2.50";"12.12";"False";"CHEMBL3855275";"Antagonist activity at human dopamine D3 receptor expressed in CHO cell membranes after 90 mins in presence of quinelorane by [35S]-GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3853329";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3308072";""
"CHEMBL3955505";"";"0";"495.55";"1";"5.30";"21b; single enantiomer 2";"Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@H]3c3ccc(C(F)(F)F)cc3F)C2)n1C";"Ki";"'='";"0.5754";"nM";"9.24";"";"";"UO_0000065";"18.65";"0.37";"3.94";"15.41";"False";"CHEMBL3855275";"Antagonist activity at human dopamine D3 receptor expressed in CHO cell membranes after 90 mins in presence of quinelorane by [35S]-GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3853329";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3308072";""
"CHEMBL3963243";"";"0";"522.64";"1";"4.45";"81a; single enantiomer 1";"Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1C1CCN(C(N)=O)CC1";"Ki";"'='";"2.63";"nM";"8.58";"";"";"UO_0000065";"16.42";"0.33";"4.13";"10.69";"False";"CHEMBL3855275";"Antagonist activity at human dopamine D3 receptor expressed in CHO cell membranes after 90 mins in presence of quinelorane by [35S]-GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3853329";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3308072";""
"CHEMBL3588990";"";"0";"483.62";"0";"4.19";"12b, BAK 05-47";"COc1ccccc1N1CCN(CC(O)CCn2cc(-c3ccc(-c4ccccc4)cc3)nn2)CC1";"Ki";"'='";"30.5";"nM";"7.52";"";"";"UO_0000065";"15.54";"0.29";"3.33";"11.28";"False";"CHEMBL3591125";"Displacement of [3H]-N-methylspiperone from human dopamine D3 receptor expressed in HEK293 cell membranes after 1 hr by liquid scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3588746";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL1201192";"ARMODAFINIL";"4";"273.36";"0";"2.01";"(R)-2; (R)-Modafinil";"NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1";"Ki";"'='";"39000.0";"nM";"4.41";"";"";"UO_0000065";"16.13";"0.32";"2.40";"7.33";"False";"CHEMBL3863991";"Displacement of [3H]N-methylspiperone from human D3R expressed in HEK293 cell membranes incubated for 1 hr by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3862037";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3307715";""
"CHEMBL3676884";"";"0";"422.49";"1";"5.24";"BDBM141797";"O=C(N[C@H]1CC[C@H](CCN2CCC(c3coc4ccccc34)CC2)CC1)C(F)(F)F";"Ki";"'='";"4.08";"nM";"8.39";"";"277265";"UO_0000065";"19.86";"0.38";"3.15";"18.45";"False";"CHEMBL3707598";"Radioligand Binding Assay: liquots of membrane preparations were thawed at RT, resuspended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KC1, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 ug protein / well (D2, D3) and 15 ug protein / well (5-HT2A), respectively.The binding affinity (IQ) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 ulÂ with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H] -spiperone for D2, 0.5 nM [3H] -spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10uM - 0.1 nM for 1 h at RT. At the end of the incubation, the reaction mixtures were filtered on to unifilter 96-well white microplates with bonded GF/C filters.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639297";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL3695437";"";"0";"410.60";"0";"4.83";"BDBM138480";"CC(C)=CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3CCO4)CC2)CC1";"Ki";"'='";"6.36";"nM";"8.20";"";"272517";"UO_0000065";"19.96";"0.37";"3.37";"19.72";"False";"CHEMBL3707832";"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 ug protein/well (D2, D3) and 15 ug protein/well (5-HT2A), respectively.The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 ul with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 uM-0.1 nM for 1 h at RT. At the end of the incubation, the reaction mixtures were filtered on to unifilter 96-well white microplates with bonded GF/C filters.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638568";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL3697991";"";"0";"471.64";"0";"3.95";"BDBM121494";"COC1(C(=O)N[C@H]2CC[C@H](CCN3CCN(c4cccc5c4OCO5)CC3)CC2)CCCCC1";"Ki";"'='";"12.48";"nM";"7.90";"";"249906";"UO_0000065";"16.76";"0.32";"3.95";"12.49";"False";"CHEMBL3705361";"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639169";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL244773";"";"0";"495.45";"1";"5.47";"BDBM50219114";"Cc1cccnc1-c1ccc(C(=O)NC/C=C/CN2CCN(c3cccc(Cl)c3Cl)CC2)cc1";"Ki";"'='";"1.6";"nM";"8.80";"";"252885";"UO_0000065";"17.75";"0.35";"3.33";"18.15";"False";"CHEMBL3705176";"Binding Assay: Methods for performing in vitro dopamine receptor binding studies are described in Huang et al. J. Med. Chem. 44:1815-1826 (2001) and Luedtke et al. Synapse 38:438-439 (2000). These papers describe radioactively labeled dopamine receptor selective ligands binding with picomolar affinity and nonselectivity to D2 and D3 dopamine receptors expressed in Sf9 and HEK 293 cells. 125I-IABN binds with 7- to 10-fold lower affinity to human D4.4 dopamine receptors expressed in HEK 293 cells. Dissociation constants (Kd) calculated from kinetic experiments were found to be in agreement with equilibrium Kd values obtained from saturation binding studies. Saturation plots of the binding of 125I-IABN with rat caudate membrane preparations were monophasic and exhibited low nonspecific binding.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf9";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638880";"37";"BindingDB Database";"";"2014";"CHEMBL3308860";""
"CHEMBL552373";"";"0";"366.39";"0";"3.07";"1";"N#Cc1cccc(N2CCN(CCN3CCC(C(F)(F)F)CC3)C2=O)c1";"Ki";"'='";"0.7943";"nM";"9.10";"";"";"UO_0000065";"24.84";"0.48";"6.03";"17.99";"False";"CHEMBL1043571";"Antagonistic activity at human DRD3 receptor by filtration binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155321";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2009";"None";""
"CHEMBL3613875";"";"0";"498.42";"0";"4.18";"45";"O=Cc1cnn2ccc(-n3cc(CCCCN4CCN(c5cccc(Cl)c5Cl)CC4)nn3)cc12";"Ki";"'='";"4.4";"nM";"8.36";"";"";"UO_0000065";"16.77";"0.34";"4.18";"11.68";"False";"CHEMBL3614292";"Displacement of [3H]spiperone from human dopamine D3 receptor expressed in CHO cell membranes by radioligand competition binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3612016";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2015";"CHEMBL3308072";""
"CHEMBL3612358";"";"0";"490.49";"0";"3.60";"1";"CN1CCC[C@H]1c1ccc[n+](CCCCCNCC2CCc3ccc(O)cc3O2)c1.[Br-]";"Ki";"'='";"43.0";"nM";"7.37";"";"";"UO_0000065";"17.94";"0.34";"3.77";"15.15";"False";"CHEMBL3615825";"Displacement of [3H]raclopride from dopamine D3 receptor (unknown origin) expressed in HEK293 cells after 30 mins";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3611999";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2015";"CHEMBL3307715";""
"CHEMBL3946313";"";"0";"541.57";"2";"6.28";"68a; single enantiomer 1";"Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccnc1C(F)(F)F";"Ki";"'='";"7.079";"nM";"8.15";"";"";"UO_0000065";"15.05";"0.30";"1.87";"17.40";"False";"CHEMBL3855277";"Displacement of [3H]-spiperone from human dopamine D3 receptor expressed in CHO-K1 cell membranes after 90 mins by liquid scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO-K1";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3853329";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3307512";""
"CHEMBL419792";"SUMANIROLE";"3";"203.25";"0";"0.47";"1; Sumanirole; U-95666E; PNU-95666E";"CN[C@@H]1Cc2cccc3[nH]c(=O)n(c23)C1";"EC50";"'='";"669.0";"nM";"6.17";"";"";"UO_0000065";"30.38";"0.56";"5.70";"12.39";"False";"CHEMBL3801674";"Agonist activity at recombinant human D3 receptor expressing in CHOp cells assessed as receptor mediated stimulation of mitogenesis measured as [3H]thymidine incorporation after 24 hrs by scintillation spectrometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHOp";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797097";"1";"Scientific Literature";"J. Med. Chem.";"2016";"None";""
"CHEMBL3799157";"";"0";"245.33";"0";"1.36";"18a";"CCCn1c(=O)n2c3c(cccc31)C[C@@H](NC)C2";"Ki";"'='";"187.0";"nM";"6.73";"";"";"UO_0000065";"27.42";"0.51";"5.37";"17.27";"False";"CHEMBL3801663";"Displacement of [3H]N-methylspiperone from human D3 receptor transfected in HEK293 cells measured after 60 mins by liquid scintillation counter";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797097";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3307715";""
"CHEMBL1112";"ARIPIPRAZOLE";"4";"448.39";"0";"4.86";"1a";"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"Ki";"'='";"2.3";"nM";"8.64";"";"";"UO_0000065";"19.27";"0.39";"3.78";"19.28";"False";"CHEMBL4010157";"Displacement of [3H]spiperone from human Dopamine D3 receptor expressed in CHO cell membranes after 2 hrs by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4007455";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL3664819";"";"0";"442.60";"0";"4.23";"BDBM107503";"O=C(CC1CCCO1)N[C@H]1CC[C@H](CCN2CCC(c3cccc4c3OCO4)CC2)CC1";"Ki";"'='";"9.06";"nM";"8.04";"";"226976";"UO_0000065";"18.17";"0.34";"3.81";"13.40";"False";"CHEMBL3707696";"Biochemical Assay: The ability of the compounds to bind to the 5-HT2A, D3 and D2 receptors was determined using radioligand binding to cloned receptors selectively expressed in HEK-293 EBNA cells.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"EBNA";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638396";"37";"BindingDB Database";"";"2013";"None";""
"CHEMBL3697989";"";"0";"431.58";"0";"2.62";"BDBM121492";"CC(C)[C@@H](O)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc4c3OCO4)CC2)CC1";"Ki";"'='";"5.77";"nM";"8.24";"";"249904";"UO_0000065";"19.09";"0.36";"5.62";"11.09";"False";"CHEMBL3705361";"Radioligand Binding Assay: Aliquots of membrane preparations were thawed at RT, resupended in assay buffer (D2, D3: 50 mM Tris-HCl, 120 mM NaCl, 5 mM MgCl2, 1 mM EDTA, 5 mM KCl, 1.5 mM CaCl2, pH=7.4; 5-HT2A: 50 mM Tris-HCl, 10 mM MgCl2, 1 mM EGTA, pH=7.4), homogenized with a Polytron for 20-30 sec at 12.000 rpm and adjusted to a final concentration of approximately 7.5 μg protein/well (D2, D3) and 15 μg protein/well (5-HT2A), respectively. The binding affinity (Ki) of the compounds was determined using radioligand binding. Membranes were incubated in a total volume of 200 μl with a fixed concentration of radioligand (final concentration approximately 0.7 nM [3H]-spiperone for D2, 0.5 nM [3H]-spiperone for D3, and 1.1 nM [3H]-ketanserin for 5-HT2A) and ten concentrations of test compound in ranging between 10 μM-0.1 nM for 1 h at RT.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639169";"37";"BindingDB Database";"";"2014";"None";""
"CHEMBL1644978";"";"0";"538.00";"2";"7.92";"8a";"OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1";"Ki";"'='";"209.0";"nM";"6.68";"";"";"UO_0000065";"12.42";"0.25";"-1.24";"28.46";"False";"CHEMBL4260832";"Displacement of [3H]N-methylspiperone from human dopamine D3 receptor expressed in HEK293T cells by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4257579";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2018";"None";""
"CHEMBL419316";"";"0";"463.58";"0";"3.54";"13c";"COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(C/C=C(\C)c4ccccc4)CC3)[C@@H]1CO2";"Ki";"'='";"611.0";"nM";"6.21";"";"";"UO_0000065";"13.40";"0.25";"2.67";"11.14";"False";"CHEMBL839694";"Inhibition of [125I]-iodosulpiride binding to Dopamine receptor D3";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142735";"1";"Scientific Literature";"J. Med. Chem.";"2005";"None";""
"CHEMBL3958201";"";"0";"478.63";"1";"6.24";"85a; single enantiomer 1";"Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1C1CCCCC1";"Ki";"'='";"0.3548";"nM";"9.45";"";"";"UO_0000065";"19.74";"0.39";"3.21";"27.84";"False";"CHEMBL3855275";"Antagonist activity at human dopamine D3 receptor expressed in CHO cell membranes after 90 mins in presence of quinelorane by [35S]-GTPgammaS binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3853329";"1";"Scientific Literature";"J Med Chem";"2016";"CHEMBL3308072";""
"CHEMBL1112";"ARIPIPRAZOLE";"4";"448.39";"0";"4.86";"BDBM50130293";"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"Ki";"'='";"19.0";"nM";"7.72";"";"335009";"UO_0000065";"17.22";"0.35";"2.86";"17.23";"False";"CHEMBL3887364";"Radioligand Binding Assay: Membranes prepared as above were resuspended to 1 ug protein/ul (measured by Bradford assay using BSA as standard), and 50 ul were added to each well of a polypropylene 96-well plate containing (per well): 50 ul of buffer (20 mM HEPES, 10 mM MgCl2, 1 mM EDTA, 1 mM EGTA, 100 mM N-methyl-D-gluconate, pH 7.4), 50 ul of 1.5 nM [3H]N-methylspiperone (final concentration 0.3 nM) and reference or D2 test ligand at various concentrations ranging from 50 uM to 50 uM (final concentrations ranging from 10 uM to 10 uM, triplicate determinations for each concentration of D2 test ligand). After a 1.5-hr incubation in the dark at room temperature, the reactions were harvested onto 0.3% PEI-soaked Filtermax GF/A filters (Wallac) and washed three times with ice-cold 50 mM Tris, pH 7.4 using a Perkin-Elmer Filtermate 96-well harvester. The filters were subsequently dried, placed on a hot plate (100° C.), and Melitilex-A (Wallac) scintillant was applied.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886292";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL3589651";"";"0";"473.40";"0";"3.84";"(+/-)-4";"O=C(NCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cnc2ccccc2c1";"Ki";"'='";"4.26";"nM";"8.37";"";"";"UO_0000065";"17.68";"0.36";"4.53";"12.18";"False";"CHEMBL4052937";"Displacement of [3H]-N-methylspiperone from human dopamine D3 receptor expressed in HEK293 cells after 1 hr by MicroBeta microplate counting method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4052584";"1";"Scientific Literature";"J Med Chem";"2017";"CHEMBL3307715";""
"CHEMBL3758991";"";"0";"416.95";"0";"4.07";"4a";"COc1ccccc1N1CCN(CCCCNC(=O)Nc2cccc(Cl)c2)CC1";"Ki";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"21.31";"0.42";"4.82";"15.63";"False";"CHEMBL3762402";"Displacement of [3H]-spiperone from human dopamine D3 receptor expressed in CHO cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3758127";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2016";"CHEMBL3308072";""
"CHEMBL4483569";"";"0";"455.00";"0";"3.69";"(S)-5";"CCc1cccc(N2CCN(C[C@@H](O)CCNC(=O)c3cc4ccccc4[nH]3)CC2)c1Cl";"IC50";"'='";"660.0";"nM";"6.18";"";"";"UO_0000065";"13.58";"0.26";"2.49";"8.63";"False";"CHEMBL4415929";"Antagonist activity at human D3 receptor expressed in CHO cells assessed as inhibition of quinpirole-induced mitogenesis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL234";"Dopamine D3 receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414587";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3308072";""
